"package","class"
"GenVisR","MutationAnnotationFormat_v2.2"
"GenVisR","MutationAnnotationFormat_v2.3"
"GenVisR","MutationAnnotationFormat_v2.4"
"GenVisR","MutationAnnotationFormat"
"GenVisR","MutSpectra"
"GenVisR","MutSpectraPrimaryData"
"GenVisR","MutSpectraPlots"
"GenVisR","Rainfall"
"GenVisR","RainfallPrimaryData"
"GenVisR","RainfallPlots"
"GenVisR","VEP_v88"
"GenVisR","VEP"
"GenVisR","Waterfall"
"GenVisR","WaterfallData"
"GenVisR","WaterfallPlots"
"geomeTriD","threeJsGeometry"
"GeomxTools","NanoStringGeoMxSet"
"GEOquery","GEODataTable"
"GEOquery","GEOData"
"GEOquery","GSE"
"GEOquery","GPL"
"GEOquery","GSM"
"GEOquery","GDS"
"gep2pep","CategorizedCollection"
"geva","GEVACluster"
"geva","GEVAGroupedSummary"
"geva","GEVAGroupSet"
"geva","GEVAInput"
"geva","GEVAQuantiles"
"geva","GEVAQuantilesAdjusted"
"geva","GEVAResults"
"geva","GEVASummary"
"geva","SVAttribute"
"geva","SVChrAttribute"
"geva","SVNumAttribute"
"geva","SVIntAttribute"
"geva","SVTable"
"geva","TypedList"
"ggbio","Cache"
"ggbio","GGbio"
"ggbio","Nav"
"ggbio","NextView"
"ggbio","PrevView"
"ggbio","Grob"
"ggbio","ggplotGrob"
"ggbio","latticeGrob"
"ggbio","GrobList"
"ggbio","Ideogram"
"ggbio","Plot"
"ggbio","ggplotPlot"
"ggbio","latticePlot"
"ggbio","ggbioPlot"
"ggbio","ideogramPlot"
"ggbio","PlotList"
"ggbio","Tracked"
"ggbio","Tracks"
"ggcyto","ggcyto"
"ggcyto","ggcyto_flowSet"
"ggcyto","ggcyto_GatingSet"
"ggcyto","ggcyto_GatingLayout"
"ggkegg","kegg_module"
"ggkegg","kegg_network"
"ggmsa","SeqDiff"
"gINTomics","MultiOmics"
"gINTomics","MultiClass"
"girafe","AlignedGenomeIntervals"
"girafe","AlignedGenomeIntervals"
"GlobalAncova","GAhier"
"globaltest","gt.object"
"globaltest","mlogit"
"gmapR","TallyIIT"
"gmapR","BamTallyParam"
"gmapR","GmapBamReader"
"gmapR","GmapGenome"
"gmapR","GmapGenomeDirectory"
"gmapR","GmapOutput"
"gmapR","GmapOutputList"
"gmapR","SimpleGmapOutputList"
"gmapR","GmapAlignerParam"
"gmapR","GmapParam"
"gmapR","GmapSnpDirectory"
"gmapR","GmapSnps"
"gmapR","GmapAlignerOutput"
"gmapR","GsnapOutput"
"gmapR","GmapAlignerOutputList"
"gmapR","GsnapOutputList"
"gmapR","SimpleGsnapOutputList"
"gmapR","GsnapParam"
"gmapR","IIT"
"GOSemSim","GOSemSimDATA"
"GOstats","GOHyperGResult"
"GOstats","OBOHyperGResult"
"GRaNIE","GRN"
"old","graphH"
"old","gNode"
"old","gEdge"
"old","propertyHolder"
"old","propertySet"
"old","hashtable"
"old","generalGraph"
"inst","myType"
"inst","myType"
"inst","myColor"
"inst","myType"
"inst","myColor"
"inst","myType"
"inst","myType"
"inst","myType"
"inst","myType"
"inst","myType"
"graph","attrData"
"graph","graphBase"
"graph","renderInfo"
"graph","graph"
"graph","graphNEL"
"graph","graphAM"
"graph","distGraph"
"graph","clusterGraph"
"graph","simpleEdge"
"graph","edgeSet"
"graph","edgeSetNEL"
"graph","edgeSetAM"
"graph","multiGraph"
"graph","MGEdgeSet"
"graph","DiEdgeSet"
"graph","UEdgeSet"
"graph","attrPos"
"graph","MultiGraph"
"graph","graphBAM"
"graph","compoundGraph"
"graphite","Pathways"
"graphite","PathwayList"
"graphite","Pathway"
"GreyListChIP","GreyList"
"gscreend","PoolScreenExp"
"GSEABase","GeneIdentifierType"
"GSEABase","AnnotationIdentifier"
"GSEABase","EntrezIdentifier"
"GSEABase","GOAllFrameIdentifier"
"GSEABase","KEGGFrameIdentifier"
"GSEABase","CollectionType"
"GSEABase","CollectionIdType"
"GSEABase","GOCollection"
"GSEABase","OBOCollection"
"GSEABase","BroadCollection"
"GSEABase","GeneSet"
"GSEABase","GeneColorSet"
"GSEABase","GeneSetCollection"
"GSRI","Gsri"
"GSVA","GsvaMethodParam"
"GSVA","plageParam"
"GSVA","zscoreParam"
"GSVA","ssgseaParam"
"GSVA","gsvaParam"
"GSVA","gsvaRanksParam"
"Gviz","AlignmentsTrack"
"Gviz","ReferenceAlignmentsTrack"
"Gviz","AnnotationTrack"
"Gviz","ReferenceAnnotationTrack"
"Gviz","DetailsAnnotationTrack"
"Gviz","BiomartGeneRegionTrack"
"Gviz","CustomTrack"
"Gviz","DataTrack"
"Gviz","ReferenceDataTrack"
"Gviz","DisplayPars"
"Gviz","InferredDisplayPars"
"Gviz","GdObject"
"Gviz","GeneRegionTrack"
"Gviz","ReferenceGeneRegionTrack"
"Gviz","GenomeAxisTrack"
"Gviz","HighlightTrack"
"Gviz","IdeogramTrack"
"Gviz","ImageMap"
"Gviz","NumericTrack"
"Gviz","OverlayTrack"
"Gviz","RangeTrack"
"Gviz","ReferenceTrack"
"Gviz","SequenceTrack"
"Gviz","SequenceDNAStringSetTrack"
"Gviz","SequenceRNAStringSetTrack"
"Gviz","SequenceBSgenomeTrack"
"Gviz","ReferenceSequenceTrack"
"Gviz","StackedTrack"
"gwascat","gwaswloc"
"GWASTools","SnpAnnotationDataFrame"
"GWASTools","SnpAnnotationSQLite"
"GWASTools","ScanAnnotationDataFrame"
"GWASTools","ScanAnnotationSQLite"
"GWASTools","NcdfReader"
"GWASTools","NcdfGenotypeReader"
"GWASTools","MatrixGenotypeReader"
"GWASTools","GdsReader"
"GWASTools","GdsGenotypeReader"
"GWASTools","GenotypeData"
"GWASTools","NcdfIntensityReader"
"GWASTools","GdsIntensityReader"
"GWASTools","IntensityData"
"GWASTools","GenotypeIterator"
"GWASTools","GenotypeBlockIterator"
"h5mread","H5DSetDescriptor"
"h5mread","H5FileID"
"h5mread","H5File"
"hapFabia","IBDsegment"
"hapFabia","IBDsegmentList"
"HDF5Array","H5ADMatrix"
"HDF5Array","H5ADMatrixSeed"
"HDF5Array","Dense_H5ADMatrixSeed"
"HDF5Array","CSC_H5ADMatrixSeed"
"HDF5Array","CSR_H5ADMatrixSeed"
"HDF5Array","H5SparseMatrix"
"HDF5Array","H5SparseMatrixSeed"
"HDF5Array","CSC_H5SparseMatrixSeed"
"HDF5Array","CSR_H5SparseMatrixSeed"
"HDF5Array","HDF5Array"
"HDF5Array","HDF5Matrix"
"HDF5Array","HDF5ArraySeed"
"HDF5Array","ReshapedHDF5Array"
"HDF5Array","ReshapedHDF5Matrix"
"HDF5Array","ReshapedHDF5ArraySeed"
"HDF5Array","TENxMatrix"
"HDF5Array","TENxMatrixSeed"
"HDF5Array","HDF5RealizationSink"
"HDF5Array","TENxRealizationSink"
"heatmaps","Heatmap"
"HelloRanges","GenomeFile"
"HiCaptuRe","HiCaptuRe"
"HiCBricks","BrickContainer"
"HiCExperiment","AggrHiCExperiment"
"HiCExperiment","ContactsFile"
"HiCExperiment","CoolFile"
"HiCExperiment","McoolFile"
"HiCExperiment","HiCExperiment"
"HiCExperiment","HicFile"
"HiCExperiment","HicproFile"
"HiCExperiment","PairsFile"
"hicVennDiagram","vennTable"
"HilbertCurve","GenomicHilbertCurve"
"HilbertCurve","HilbertCurve"
"HiLDA","MetaInformation"
"HiTC","HTCexp"
"HiTC","HTClist"
"hmdbQuery","HmdbEntry"
"HTqPCR","qPCRset"
"hyperdraw","graphBPH"
"hyperdraw","RagraphBPH"
"hypergraph","Hyperedge"
"hypergraph","DirectedHyperedge"
"hypergraph","Hypergraph"
"iBBiG","iBBiG"
"iCOBRA","COBRAData"
"iCOBRA","COBRAPerformance"
"iCOBRA","COBRAPlot"
"idiogram","cytoband"
"igvR","BedpeInteractionsTrack"
"igvR","DataFrameAnnotationTrack"
"igvR","DataFrameQuantitativeTrack"
"igvR","GenomicAlignmentTrack"
"igvR","GFF3Track"
"igvR","GRangesAnnotationTrack"
"igvR","GRangesQuantitativeTrack"
"igvR","GWASTrack"
"igvR","GWASUrlTrack"
"igvR","igvAnnotationTrack"
"igvR","igvR"
"igvR","QuantitativeTrack"
"igvR","RemoteAlignmentTrack"
"igvR","Track"
"igvR","UCSCBedAnnotationTrack"
"igvR","UCSCBedGraphQuantitativeTrack"
"igvR","VariantTrack"
"IHW","ihwResult"
"imageHTS","imageHTS"
"immunoClust","immunoClust"
"immunoClust","immunoMeta"
"infercnv","MCMC_inferCNV"
"INSPEcT","INSPEcT_model"
"INSPEcT","INSPEcT"
"INSPEcT","INSPEcT_diffsteady"
"INSPEcT","INSPEcT_steadyNoNascent"
"InTAD","InTADSig"
"InteractionSet","ContactMatrix"
"InteractionSet","GInteractions"
"InteractionSet","StrictGInteractions"
"InteractionSet","ReverseStrictGInteractions"
"InteractionSet","InteractionSet"
"IntOMICS","MCMC_sapling_res"
"IONiseR","Fast5Summary"
"IRanges","AtomicList"
"IRanges","LogicalList"
"IRanges","IntegerList"
"IRanges","NumericList"
"IRanges","ComplexList"
"IRanges","CharacterList"
"IRanges","RawList"
"IRanges","RleList"
"IRanges","FactorList"
"IRanges","SimpleAtomicList"
"IRanges","SimpleLogicalList"
"IRanges","SimpleIntegerList"
"IRanges","SimpleNumericList"
"IRanges","SimpleComplexList"
"IRanges","SimpleCharacterList"
"IRanges","SimpleRawList"
"IRanges","SimpleRleList"
"IRanges","SimpleFactorList"
"IRanges","CompressedAtomicList"
"IRanges","CompressedLogicalList"
"IRanges","CompressedIntegerList"
"IRanges","CompressedNumericList"
"IRanges","CompressedComplexList"
"IRanges","CompressedCharacterList"
"IRanges","CompressedRawList"
"IRanges","CompressedRleList"
"IRanges","CompressedFactorList"
"IRanges","CompressedDataFrameList"
"IRanges","CompressedDFrameList"
"IRanges","CompressedSplitDataFrameList"
"IRanges","CompressedSplitDFrameList"
"IRanges","CompressedGrouping"
"IRanges","CompressedManyToOneGrouping"
"IRanges","CompressedManyToManyGrouping"
"IRanges","CompressedHitsList"
"IRanges","CompressedList"
"IRanges","CompressedRangesList"
"IRanges","CompressedPosList"
"IRanges","CompressedIntegerRangesList"
"IRanges","CompressedIRangesList"
"IRanges","CompressedNormalIRangesList"
"IRanges","CompressedIPosList"
"IRanges","DataFrameList"
"IRanges","DFrameList"
"IRanges","SimpleDataFrameList"
"IRanges","SimpleDFrameList"
"IRanges","SplitDataFrameList"
"IRanges","SplitDFrameList"
"IRanges","SimpleSplitDataFrameList"
"IRanges","SimpleSplitDFrameList"
"IRanges","SDFLWrapperForTransform"
"IRanges","Grouping"
"IRanges","ManyToOneGrouping"
"IRanges","ManyToManyGrouping"
"IRanges","BiIndexGrouping"
"IRanges","H2LGrouping"
"IRanges","Dups"
"IRanges","GroupingRanges"
"IRanges","GroupingIRanges"
"IRanges","Partitioning"
"IRanges","PartitioningByEnd"
"IRanges","PartitioningByWidth"
"IRanges","PartitioningMap"
"IRanges","IPos"
"IRanges","UnstitchedIPos"
"IRanges","StitchedIPos"
"IRanges","IPosList"
"IRanges","SimpleIPosList"
"IRanges","IPosRanges"
"IRanges","IRanges"
"IRanges","NormalIRanges"
"IRanges","IRangesList"
"IRanges","SimpleIRangesList"
"IRanges","NormalIRangesList"
"IRanges","SimpleNormalIRangesList"
"IRanges","MaskCollection"
"IRanges","NCList"
"IRanges","NCLists"
"IRanges","RangedSelection"
"IRanges","Ranges"
"IRanges","Pos"
"IRanges","IntegerRanges"
"IRanges","RangesList"
"IRanges","SimpleRangesList"
"IRanges","PosList"
"IRanges","SimplePosList"
"IRanges","IntegerRangesList"
"IRanges","SimpleIntegerRangesList"
"IRanges","RleViews"
"IRanges","RleViewsList"
"IRanges","SimpleRleViewsList"
"IRanges","SimpleGrouping"
"IRanges","SimpleManyToOneGrouping"
"IRanges","BaseManyToManyGrouping"
"IRanges","SimpleManyToManyGrouping"
"IRanges","RangesNSBS"
"IRanges","Views"
"IRanges","ViewsList"
"IRanges","SimpleViewsList"
"IRISFGM","DimReduce"
"IRISFGM","Bicluster"
"IRISFGM","LTMGr"
"IRISFGM","IRISFGM"
"iSEE","ExperimentColorMap"
"iSEE","Panel"
"iSEE","DotPlot"
"iSEE","ColumnDotPlot"
"iSEE","RowDotPlot"
"iSEE","ReducedDimensionPlot"
"iSEE","FeatureAssayPlot"
"iSEE","ColumnDataPlot"
"iSEE","RowDataPlot"
"iSEE","SampleAssayPlot"
"iSEE","Table"
"iSEE","RowTable"
"iSEE","ColumnTable"
"iSEE","RowDataTable"
"iSEE","ColumnDataTable"
"iSEE","ComplexHeatmapPlot"
"tests","PanelChildClass"
"tests","ColumnDataPlot342"
"tests","ColumnDataPlotPrioritized"
"tests","RowDataPlot342"
"tests","Dummy"
"iSEEde","DETable"
"iSEEde","iSEEDESeq2Results"
"iSEEde","iSEEedgeRResults"
"iSEEde","iSEELimmaResults"
"iSEEde","LogFCLogFCPlot"
"iSEEde","MAPlot"
"iSEEde","VolcanoPlot"
"iSEEhex","ReducedDimensionHexPlot"
"iSEEindex","iSEEindexResource"
"iSEEindex","iSEEindexHttpsResource"
"iSEEindex","iSEEindexLocalhostResource"
"iSEEindex","iSEEindexRcallResource"
"iSEEindex","iSEEindexRunrResource"
"iSEEindex","iSEEindexS3Resource"
"iSEEpathways","FgseaEnrichmentPlot"
"iSEEpathways","iSEEpathwaysResults"
"iSEEpathways","iSEEfgseaResults"
"iSEEpathways","PathwaysTable"
"iSEEtree","TreePlot"
"iSEEtree","RowTreePlot"
"iSEEtree","ColumnTreePlot"
"iSEEtree","GraphPlot"
"iSEEtree","RowGraphPlot"
"iSEEtree","ColumnGraphPlot"
"iSEEtree","RDAPlot"
"iSEEtree","LoadingPlot"
"iSEEtree","ScreePlot"
"iSEEtree","AbundancePlot"
"iSEEtree","AbundanceDensityPlot"
"iSEEtree","PrevalencePlot"
"iSEEu","AggregatedDotPlot"
"iSEEu","DynamicMarkerTable"
"iSEEu","DynamicReducedDimensionPlot"
"iSEEu","FeatureSetTable"
"iSEEu","GeneSetTable"
"iSEEu","LogFCLogFCPlot"
"iSEEu","MAPlot"
"iSEEu","MarkdownBoard"
"iSEEu","VolcanoPlot"
"ISLET","inputSet"
"ISLET","outputSol"
"ISLET","implyS4"
"islify","nullDgCMatrix"
"isobar","IBSpectra"
"isobar","iTRAQSpectra"
"isobar","iTRAQ4plexSpectra"
"isobar","iTRAQ8plexSpectra"
"isobar","TMTSpectra"
"isobar","TMT2plexSpectra"
"isobar","TMT6plexSpectra"
"isobar","TMT6plexSpectra2"
"isobar","TMT10plexSpectra"
"isobar","NoiseModel"
"isobar","ExponentialNoANoiseModel"
"isobar","ExponentialNoiseModel"
"isobar","InverseNoiseModel"
"isobar","InverseNoANoiseModel"
"isobar","GeneralNoiseModel"
"isobar","ProteinGroup"
"isobar","TlsParameter"
"isobar","Tlsd"
"IsoformSwitchAnalyzeR","switchAnalyzeRlist"
"IsoformSwitchAnalyzeR","CDSSet"
"isomiRs","IsomirDataSeq"
"IVAS","ASdb"
"IWTomics","IWTomicsData"
"KCsmart","probeAnnotation"
"KCsmart","KcghData"
"KCsmart","KcghDataSplit"
"KCsmart","KcghDataSum"
"KCsmart","KcghDataMirror"
"KCsmart","KCData"
"KCsmart","samplePointMatrix"
"KCsmart","sigSegments"
"KCsmart","sigRegions"
"KCsmart","scaleSpace"
"KCsmart","spmCollection"
"KCsmart","snrResult"
"KCsmart","compKc"
"KCsmart","compKcSigRegions"
"UserDefinedSequenceKernel","SpectrumKernlabKernel"
"kebabs","SequenceKernel"
"kebabs","SpectrumKernel"
"kebabs","MismatchKernel"
"kebabs","MotifKernel"
"kebabs","GappyPairKernel"
"kebabs","SymmetricPairKernel"
"kebabs","BioVector"
"kebabs","DNAVector"
"kebabs","RNAVector"
"kebabs","AAVector"
"kebabs","KernelMatrix"
"kebabs","ExplicitRepresentation"
"kebabs","ExplicitRepresentationDense"
"kebabs","ExplicitRepresentationSparse"
"kebabs","PredictionProfile"
"kebabs","ROCData"
"kebabs","SVMInformation"
"kebabs","ControlInformation"
"kebabs","CrossValidationResult"
"kebabs","ModelSelectionResult"
"kebabs","KBModel"
"kebabs","KebabsInfo"
"KEGGgraph","KEGGPathwayInfo"
"KEGGgraph","KEGGPathway"
"KEGGgraph","KEGGGraphics"
"KEGGgraph","KEGGNode"
"KEGGgraph","KEGGGroup"
"KEGGgraph","KEGGEdge"
"KEGGgraph","KEGGEdgeSubType"
"KEGGgraph","KEGGReaction"
"ldblock","ldstruct"
"LEA","lfmm2Class"
"LEA","lfmmClass"
"LEA","lfmmProject"
"LEA","pcaProject"
"LEA","snmfClass"
"LEA","snmfProject"
"lemur","lemur_fit"
"les","Les"
"limma","RGList"
"limma","MAList"
"limma","EListRaw"
"limma","EList"
"limma","MArrayLM"
"limma","LargeDataObject"
"limma","TestResults"
"limma","Roast"
"limma","MDS"
"linkSet","linkSet"
"LiquidAssociation","CNM"
"LOBSTAHS","LOBdbase"
"LOBSTAHS","LOBSet"
"LoomExperiment","LoomExperiment"
"LoomExperiment","LoomFile"
"LoomExperiment","LoomGraph"
"LoomExperiment","LoomGraphs"
"LoomExperiment","RangedLoomExperiment"
"LoomExperiment","SingleCellLoomExperiment"
"LowMACA","LowMACA"
"lumi","LumiBatch"
"lute","bisqueParam"
"lute","deconvolutionParam"
"lute","findmarkersParam"
"lute","independentbulkParam"
"lute","cellProportionsPredictions"
"lute","nnlsParam"
"lute","referencebasedParam"
"lute","typemarkersParam"
"MACSQuantifyR","MACSQuant"
"MACSr","macsList"
"MAGAR","MethQTLInput"
"MAGAR","MethQTLResult"
"maigesPack","maigesPreRaw"
"maigesPack","maigesRaw"
"maigesPack","maiges"
"maigesPack","maigesANOVA"
"maigesPack","maigesDE"
"maigesPack","maigesDEcluster"
"maigesPack","maigesClass"
"maigesPack","maigesRelNetM"
"maigesPack","maigesRelNetB"
"maigesPack","maigesActMod"
"maigesPack","maigesActNet"
"MAIT","MAIT.Parameters"
"MAIT","MAIT.FeatureData"
"MAIT","MAIT.FeatureInfo"
"MAIT","MAIT.PhenoData"
"MAIT","MAIT.RawData"
"MAIT","MAIT.Validation"
"MAIT","MAIT"
"makecdfenv","Cdf"
"mAPKL","mAPKLRes"
"mAPKL","DataLD"
"mAPKL","Classify"
"mAPKL","Annot"
"mAPKL","NetAttr"
"marray","marrayInfo"
"marray","marrayLayout"
"marray","marrayRaw"
"marray","marrayNorm"
"marray","ShowLargeObject"
"maser","Maser"
"MassArray","MassArrayData"
"MassArray","MassArrayFragment"
"MassArray","MassArrayPeak"
"MassArray","MassArraySpectrum"
"MAST","SingleCellAssay"
"MAST","FluidigmAssay"
"MAST","LMlike"
"MAST","GLMlike"
"MAST","BayesGLMlike"
"MAST","BayesGLMlikeWeight"
"MAST","LMERlike"
"MAST","bLMERlike"
"MAST","ConstrainedGLMlike"
"MAST","RidgeBGLMlike"
"MAST","Hypothesis"
"MAST","CoefficientHypothesis"
"MAST","ZlmFit"
"MAST","GSEATests"
"matter","atoms"
"matter","chunked"
"matter","chunked_vec"
"matter","chunked_arr"
"matter","chunked_mat"
"matter","chunked_list"
"matter","drle"
"matter","drle_fct"
"matter","matter_arr"
"matter","matter_mat"
"matter","matter_vec"
"matter","matter_fct"
"matter","matter_list"
"matter","matter_str"
"matter","matter"
"matter","matter_"
"matter","deferred_ops"
"matter","sparse_arr"
"matter","sparse_mat"
"matter","sparse_vec"
"MBECS","MbecData"
"mbOmic","Set"
"mbOmic","mSet"
"mbOmic","bSet"
"mbOmic","vmh"
"meshr","MeSHHyperGParams"
"meshr","MeSHHyperGResult"
"MesKit","phylo"
"messina","MessinaFits"
"messina","MessinaClassResult"
"metabCombiner","metabData"
"metabCombiner","metabCombiner"
"MetaboAnnotation","SelectMatchesParam"
"MetaboAnnotation","TopRankedMatchesParam"
"MetaboAnnotation","ScoreThresholdParam"
"MetaboAnnotation","SingleMatchParam"
"MetaboAnnotation","CompareSpectraParam"
"MetaboAnnotation","MatchForwardReverseParam"
"MetaboAnnotation","ValueParam"
"MetaboAnnotation","MzParam"
"MetaboAnnotation","Mass2MzParam"
"MetaboAnnotation","Mass2MzRtParam"
"MetaboAnnotation","MzRtParam"
"MetaboAnnotation","Mz2MassParam"
"MetaboAnnotation","Mz2MassRtParam"
"tests","DummySource"
"tests","DummySource"
"tests","DummySource"
"metagenomeSeq","MRexperiment"
"metagenomeSeq","fitZigResults"
"metagenomeSeq","fitFeatureModelResults"
"metaMS","metaMSsettings"
"metaseqR2",".CountDataSet"
"metaseqR2","Biodetection"
"metaseqR2","CD"
"metaseqR2","CountsBio"
"metaseqR2","GCbias"
"metaseqR2","lengthbias"
"metaseqR2","Saturation"
"metaseqR2","PCA"
"metaseqR2","myInfo"
"metaseqR2","Output"
"MetaVolcanoR","MetaVolcano"
"methylKit","methylRaw"
"methylKit","methylRawList"
"methylKit","methylBase"
"methylKit","methylDiff"
"methylKit","methylRawDB"
"methylKit","methylRawListDB"
"methylKit","methylBaseDB"
"methylKit","methylDiffDB"
"methylumi","MethyLumiM"
"methylumi","MethyLumi"
"methylumi","MethyLumiQC"
"methylumi","MethyLumiSet"
"MetNet","AdjacencyMatrix"
"microbiomeMarker","marker_table"
"microbiomeMarker","microbiomeMarker"
"microbiomeMarker","postHocTest"
"MicrobiotaProcess","MPSE"
"MicrobiotaProcess","alphasample"
"MicrobiotaProcess","pcasample"
"MicrobiotaProcess","ordplotClass"
"MicrobiotaProcess","diffAnalysisClass"
"miloR","Milo"
"MIMOSA","BetaMixResult"
"MIMOSA","MDMixResult"
"MIMOSA","MCMCResult"
"MIMOSA","MIMOSAResult"
"mina","mina"
"minfi","RGChannelSetExtended"
"inst","FileParam"
"inst","AnnotationParam"
"inst","FileViews"
"inst","PedigreeView"
"MinimumDistance","Pedigree"
"MinimumDistance","TrioSet"
"MinimumDistance","TrioSetList"
"MinimumDistance","Pedigree2"
"MinimumDistance","PennParam"
"MinimumDistance","MDParam"
"MinimumDistance","DNAcopyParam"
"MinimumDistance","MinDistParam"
"MinimumDistance","ParentOffspring"
"MinimumDistance","ParentOffspringList"
"MinimumDistance","MinDistGRanges"
"MinimumDistance","MinDistExperiment"
"MinimumDistance","FileViews"
"MinimumDistance","MDRanges"
"MinimumDistance","ILimit"
"MinimumDistance","MinDistPosterior"
"MinimumDistance","FilterParamMD"
"MIRit","MirnaExperiment"
"miRNApath","mirnapath"
"miRSM","BCs4vd"
"miRSM","BCssvd"
"missRows","MIDTList"
"inst","MLLabel"
"inst","predClass"
"inst","groupIndex"
"inst","MLScore"
"inst","probMat"
"inst","probArray"
"inst","membMat"
"inst","qualScore"
"inst","silhouetteVec"
"inst","MLOutput"
"inst","classifOutput"
"inst","clustOutput"
"inst","somout"
"inst","SOMBout"
"MLInterfaces","learnerSchema"
"MLInterfaces","learnerSchema"
"MLInterfaces","clusteringSchema"
"MLInterfaces","clusteringSchema"
"MLInterfaces","classifierOutput"
"MLInterfaces","nonstandardLearnerSchema"
"MLInterfaces","prcompObj"
"MLInterfaces","clusteringOutput"
"MLInterfaces","xvalSpec"
"MLInterfaces","clusteringOutput"
"MLInterfaces","prcompObj"
"MLInterfaces","clusteringOutput"
"MLInterfaces","clusteringSchema"
"MLInterfaces","projectedLearner"
"MLInterfaces","raboostCont"
"MLInterfaces","daboostCont"
"MLInterfaces","varImpStruct"
"MLSeq","discrete.train"
"MLSeq","voom.train"
"MLSeq","MLSeqModelInfo"
"MLSeq","MLSeqMetaData"
"MLSeq","MLSeq"
"MMAPPR2","MmapprParam"
"MMAPPR2","MmapprData"
"Modstrings","MaskedModString"
"Modstrings","MaskedModDNAString"
"Modstrings","MaskedModRNAString"
"Modstrings","ModString"
"Modstrings","ModDNAString"
"Modstrings","ModRNAString"
"Modstrings","ModStringCodec"
"Modstrings","ModStringSet"
"Modstrings","ModDNAStringSet"
"Modstrings","ModRNAStringSet"
"Modstrings","ModStringSetList"
"Modstrings","ModDNAStringSetList"
"Modstrings","ModRNAStringSetList"
"Modstrings","ModStringViews"
"Modstrings","QualityScaledModStringSet"
"Modstrings","QualityScaledModDNAStringSet"
"Modstrings","QualityScaledModRNAStringSet"
"MOFA2","MOFA"
"MOFA2","matrix_placeholder"
"MoleculeExperiment","MoleculeExperiment"
"motifcounter","Background"
"motifcounter","Overlap"
"MotifDb","MotifList"
"motifStack","pfm"
"motifStack","Rect"
"motifStack","pos"
"motifStack","psam"
"motifStack","pssm"
"motifStack","ouNode"
"motifStack","motifSig"
"mpra","MPRASet"
"MPRAnalyze","Designs"
"MPRAnalyze","MpraObject"
"msa","MsaMetaData"
"msa","MsaDNAMultipleAlignment"
"msa","MsaRNAMultipleAlignment"
"msa","MsaAAMultipleAlignment"
"MsBackendMassbank","MsBackendMassbank"
"MsBackendMetaboLights","MsBackendMetaboLights"
"MsBackendMgf","MsBackendMgf"
"MsBackendMgf","MsBackendAnnotatedMgf"
"MsBackendMsp","MsBackendMsp"
"MsBackendRawFileReader","MsBackendRawFileReader"
"MsBackendSql","DummySQL"
"tests","MySQLConnection"
"MsExperiment","MsExperiment"
"MsExperiment","MsExperimentFiles"
"MsFeatures","SimilarRtimeParam"
"MSnbase","FeatComp"
"MSnbase","MSnProcess"
"MSnbase","MIAPE"
"MSnbase","pSet"
"MSnbase","MSnExp"
"MSnbase","Spectrum"
"MSnbase","Spectrum2"
"MSnbase","Spectrum1"
"MSnbase","ReporterIons"
"MSnbase","MSnSet"
"MSnbase","MSnSetList"
"MSnbase","FeaturesOfInterest"
"MSnbase","FoICollection"
"MSnbase","MzTab"
"MSnbase","OnDiskMSnExp"
"MSnbase","Chromatogram"
"MSnbase","MChromatograms"
"MSnbase","MSpectra"
"MSnbase","MSmap"
"msqrob2","StatModel"
"MSstatsConvert","MSstatsInputFiles"
"MSstatsConvert","MSstatsDIAUmpireFiles"
"MSstatsConvert","MSstatsMaxQuantFiles"
"MSstatsConvert","MSstatsOpenMSFiles"
"MSstatsConvert","MSstatsOpenSWATHFiles"
"MSstatsConvert","MSstatsProgenesisFiles"
"MSstatsConvert","MSstatsProteomeDiscovererFiles"
"MSstatsConvert","MSstatsSkylineFiles"
"MSstatsConvert","MSstatsSpectroMineFiles"
"MSstatsConvert","MSstatsSpectronautFiles"
"MSstatsConvert","MSstatsPhilosopherFiles"
"MSstatsConvert","MSstatsDIANNFiles"
"MSstatsConvert","MSstatsFragPipeFiles"
"MSstatsConvert","MSstatsMetamorpheusFiles"
"MSstatsConvert","MSstatsProteinProspectorFiles"
"MSstatsConvert","MSstatsValidated"
"MuData","MuDataFileRealizationSink"
"Mulcom","MULCOM_P"
"MultiAssayExperiment","ExperimentList"
"MultiAssayExperiment","MatchedAssayExperiment"
"tests","MAEshell"
"tests","oldMAE"
"multiHiCcompare","Hicexp"
"multiMiR","mmquery_bioc"
"MultimodalExperiment","MultimodalExperiment"
"multiWGCNA","WGCNA"
"multtest","EBMTP"
"multtest","MTP"
"musicatk","count_table"
"musicatk","musica"
"musicatk","result_collection"
"MutationalPatterns","region_cossim"
"MVCClass","gEventFun"
"MVCClass","gMessage"
"MVCClass","gModifyMessage"
"MVCClass","gUpdateMessage"
"MVCClass","gUpdateViewMessage"
"MVCClass","gUpdateDataMessage"
"MVCClass","gAddMessage"
"MVCClass","gAddViewMessage"
"MVCClass","gAddDataMessage"
"MVCClass","gAddChildMessage"
"MVCClass","gSendParentMessage"
"MVCClass","gSendChildMessage"
"MVCClass","gAskAncestorMessage"
"MVCClass","gModel"
"MVCClass","graphModel"
"MVCClass","exprModel"
"MVCClass","dfModel"
"MVCClass","genView"
"MVCClass","plotView"
"MVCClass","sPlotView"
"MVCClass","qqPlotView"
"MVCClass","spreadView"
"MVCClass","graphView"
"MVCClass","heatmapView"
"MVCClass","MVC"
